"","Order","Family","Binomial","Age","Sex","Molt","Longitude_decimal_degrees","Latitude_decimal_degrees","State","Altitude","Year","ForestCover","BodyCond","PCHB1","Cluster","Temp","Rainfall","Elevation","Speciesdiversity","Region"
"10039","Passeriformes","Pipridae","Manacus_manacus","Unknown","Female","Unknown",-39.134568,-14.495661,"BA",292,"2009",25605,105.63,0.0432174391167107,2,241,1957,212.19,0.473597019910812,"Tropical"
"10040","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-48.541493,-25.587558,"PR",57,"2002",12264,128.49,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10047","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","no",-48.541493,-25.587558,"PR",57,"2014",12264,124.44,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10049","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Yes",-48.541493,-25.587558,"PR",57,"2003",12264,127.69,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10051","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Yes",-48.541493,-25.587558,"PR",57,"2004",12264,122.81,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10053","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Unknown",-43.4714,-19.9975,"MG",827,"2014",25710,131.51,0.0432174391167107,2,204,1398,765.42,0.381202191114426,"Tropical"
"10055","Passeriformes","Pipridae","Manacus_manacus","Adult","Male","no",-34.9418676147,-8.0024407527,"PE",23,"2016",33203,106.21,0.0432174391167107,2,256,1743,79.39,0.635287821292877,"Tropical"
"10056","Passeriformes","Pipridae","Manacus_manacus","Unknown","Female","Unknown",-39.134568,-14.495661,"BA",292,"2009",25605,124.07,0.0432174391167107,2,241,1957,212.19,0.473597019910812,"Tropical"
"10058","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","no",-48.541493,-25.587558,"PR",57,"2004",12264,128.49,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10064","Passeriformes","Pipridae","Manacus_manacus","Unknown","Female","Unknown",-39.134568,-14.495661,"BA",292,"2009",25605,112.45,0.0432174391167107,2,241,1957,212.19,0.473597019910812,"Tropical"
"10067","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-48.422847,-25.356797,"PR",NA,"1997",14167,117.98,0.0432174391167107,2,212,2123,9.63,0.228335618972778,"Sub-tropical"
"10068","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-48.541493,-25.587558,"PR",57,"2004",12264,123.73,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10069","Passeriformes","Pipridae","Manacus_manacus","Unknown","Female","Unknown",-39.134568,-14.495661,"BA",292,"2009",25605,105.29,0.0432174391167107,2,241,1957,212.19,0.473597019910812,"Tropical"
"10070","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-48.541493,-25.587558,"PR",57,"2017",12264,125.46,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10071","Passeriformes","Pipridae","Manacus_manacus","Adult","Male","no",-48.541493,-25.587558,"PR",57,"2003",12264,124.44,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10072","Passeriformes","Pipridae","Manacus_manacus","Adult","Male","no",-35.833611,-8.710278,"PE",364,"1999",34754,112.41,0.0432174391167107,2,214,1089,627.49,0.277586042881012,"Tropical"
"10073","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-34.9532021832,-7.9964573463,"PE",60,"2016",42311,94.04,0.0432174391167107,2,254,1786,90.31,0.682808756828308,"Tropical"
"10075","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Unknown",-35.746496,-6.968757,"PB",332,"2015",24096,82.3,0.0432174391167107,2,220,1118,610.24,0.275215625762939,"Tropical"
"10080","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","Yes",-48.541493,-25.587558,"PR",57,"2006",12264,123.73,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10081","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","no",-48.541493,-25.587558,"PR",57,"2003",12264,135.48,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10082","Passeriformes","Pipridae","Manacus_manacus","Unknown","Male","Unknown",-42.7667,-17.1167,"MG",720,"2003",37069,127.64,0.0432174391167107,2,216,947,769.01,0.440701872110367,"Tropical"
"10083","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Female","no",-35.833611,-8.710278,"PE",364,"1999",34754,115,0.0432174391167107,2,214,1089,627.49,0.277586042881012,"Tropical"
"10084","Passeriformes","Pipridae","Manacus_manacus","Unknown","Female","Unknown",-39.134568,-14.495661,"BA",292,"2009",25605,104.28,0.0432174391167107,2,241,1957,212.19,0.473597019910812,"Tropical"
"10087","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-48.541493,-25.587558,"PR",57,"2008",12264,122.74,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10090","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Unknown",-39.382412,-15.728039,"BA",218,"2017",45576,105.29,0.0432174391167107,2,235,1167,180.87,0.48761573433876,"Tropical"
"10092","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-48.422847,-25.356797,"PR",NA,"1997",14167,115.09,0.0432174391167107,2,212,2123,9.63,0.228335618972778,"Sub-tropical"
"10093","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-35.746496,-6.968757,"PB",332,"2010",24096,117.59,0.0432174391167107,2,220,1118,610.24,0.275215625762939,"Tropical"
"10095","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","Yes",-48.541493,-25.587558,"PR",57,"2010",12264,125.71,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10096","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Male","no",-48.541493,-25.587558,"PR",57,"2002",12264,125.71,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10097","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","Yes",-48.541493,-25.587558,"PR",57,"2014",12264,119.91,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10098","Passeriformes","Pipridae","Manacus_manacus","Unknown","Female","Unknown",-39.134568,-14.495661,"BA",292,"2009",25605,108.02,0.0432174391167107,2,241,1957,212.19,0.473597019910812,"Tropical"
"10100","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Unknown",-39.5066,-15.800524,"BA",254,"2017",26586,118.21,0.0432174391167107,2,230,1015,281.82,0.277471452951431,"Tropical"
"10102","Passeriformes","Pipridae","Manacus_manacus","Adult","Male","no",-35.746496,-6.968757,"PB",332,"2015",24096,111.19,0.0432174391167107,2,220,1118,610.24,0.275215625762939,"Tropical"
"10104","Passeriformes","Pipridae","Manacus_manacus","Adult","Male","no",-48.541493,-25.587558,"PR",57,"2014",12264,129.11,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10105","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-35.746496,-6.968757,"PB",332,"2015",24096,111.24,0.0432174391167107,2,220,1118,610.24,0.275215625762939,"Tropical"
"10107","Passeriformes","Pipridae","Manacus_manacus","Adult","Unknown","no",-34.9532021832,-7.9964573463,"PE",60,"2015",42311,115.49,0.0432174391167107,2,254,1786,90.31,0.682808756828308,"Tropical"
"10108","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Female","no",-34.965648,-7.466816,"PB",79,"2012",52346,111.24,0.0432174391167107,2,249,1894,32.51,0.360054701566696,"Tropical"
"10109","Passeriformes","Pipridae","Manacus_manacus","Unknown","Female","Unknown",-39.134568,-14.495661,"BA",292,"2009",25605,108.87,0.0432174391167107,2,241,1957,212.19,0.473597019910812,"Tropical"
"10110","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","Yes",-48.541493,-25.587558,"PR",57,"2002",12264,129.5,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10111","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-34.9532021832,-7.9964573463,"PE",60,"2016",42311,121.68,0.0432174391167107,2,254,1786,90.31,0.682808756828308,"Tropical"
"10112","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Male","no",-48.541493,-25.587558,"PR",57,"2004",12264,128.49,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10114","Passeriformes","Pipridae","Manacus_manacus","Adult","Male","no",-36.015833,-8.185833,"PE",514,"1977",19914,97.05,0.0432174391167107,2,215,551,577.95,0.296390920877457,"Tropical"
"10115","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","no",-48.541493,-25.587558,"PR",57,"2016",12264,116.04,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10118","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","Yes",-48.541493,-25.587558,"PR",57,"2005",12264,118.78,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10119","Passeriformes","Pipridae","Manacus_manacus","Unknown","Female","Unknown",-39.134568,-14.495661,"BA",292,"2009",25605,112.1,0.0432174391167107,2,241,1957,212.19,0.473597019910812,"Tropical"
"10121","Passeriformes","Pipridae","Manacus_manacus","Adult","Male","no",-42.807354,-22.660477,"RJ",87,"2010",28310,113.39,0.0432174391167107,2,229,1322,80.34,0.256457984447479,"Tropical"
"10123","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","no",-48.541493,-25.587558,"PR",57,"2009",12264,126.7,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10124","Passeriformes","Pipridae","Manacus_manacus","Adult","Male","Unknown",-43.4044,-18.8581,"MG",780,"2011",22026,123.35,0.0432174391167107,2,209,1610,683.91,0.269754528999329,"Tropical"
"10127","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-34.9445366915,-7.9938007267,"PE",60,"2015",43917,119.64,0.0432174391167107,2,254,1786,75.73,0.4555304646492,"Tropical"
"10128","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Male","no",-48.422847,-25.356797,"PR",NA,"1998",14167,117.91,0.0432174391167107,2,212,2123,9.63,0.228335618972778,"Sub-tropical"
"10131","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Yes",-48.541493,-25.587558,"PR",57,"2005",12264,109.87,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10132","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","Yes",-48.541493,-25.587558,"PR",57,"2007",12264,122.62,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10133","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Yes",-48.541493,-25.587558,"PR",57,"2017",12264,118.78,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10134","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Yes",-48.422847,-25.356797,"PR",NA,"1997",14167,122.81,0.0432174391167107,2,212,2123,9.63,0.228335618972778,"Sub-tropical"
"10135","Passeriformes","Pipridae","Manacus_manacus","Adult","Unknown","no",-35.746496,-6.968757,"PB",332,"2015",24096,116.53,0.0432174391167107,2,220,1118,610.24,0.275215625762939,"Tropical"
"10136","Passeriformes","Pipridae","Manacus_manacus","Unknown","Female","Unknown",-39.134568,-14.495661,"BA",292,"2009",25605,103.68,0.0432174391167107,2,241,1957,212.19,0.473597019910812,"Tropical"
"10137","Passeriformes","Pipridae","Manacus_manacus","Unknown","Female","no",-42.047183,-22.421778,"RJ",150,"2009",12026,110.75,0.0432174391167107,2,224,1182,100.54,0.442276239395142,"Tropical"
"10138","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Yes",-34.9445366915,-7.9938007267,"PE",60,"2016",43917,114.41,0.0432174391167107,2,254,1786,75.73,0.4555304646492,"Tropical"
"10140","Passeriformes","Pipridae","Manacus_manacus","Unknown","Male","Unknown",-41.3742,-15.8814,"MG",779,"2010",30058,118.98,0.0432174391167107,2,214,888,976.93,0.302220821380615,"Tropical"
"10145","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Yes",-48.541493,-25.587558,"PR",57,"2002",12264,123.78,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10147","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-48.541493,-25.587558,"PR",57,"2011",12264,131.53,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10150","Passeriformes","Pipridae","Manacus_manacus","Unknown","Unknown","no",-34.965648,-7.466816,"PB",79,"2012",52346,59.11,0.0432174391167107,2,249,1894,32.51,0.360054701566696,"Tropical"
"10151","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-48.541493,-25.587558,"PR",57,"2003",12264,140.86,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10153","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Female","Yes",-48.541493,-25.587558,"PR",57,"2004",12264,128.49,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10154","Passeriformes","Pipridae","Manacus_manacus","Adult","Male","no",-42.807354,-22.660477,"RJ",87,"2010",28310,112.68,0.0432174391167107,2,229,1322,80.34,0.256457984447479,"Tropical"
"10158","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","no",-48.541493,-25.587558,"PR",57,"2003",12264,126.47,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10159","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Yes",-42.737667,-22.4084,"RJ",226,"2004",19559,128.95,0.0432174391167107,2,197,1515,286.14,0.469835937023163,"Tropical"
"10160","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","no",-34.9418676147,-8.0024407527,"PE",23,"2016",33203,107.52,0.0432174391167107,2,256,1743,79.39,0.635287821292877,"Tropical"
"10162","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Yes",-48.541493,-25.587558,"PR",57,"2007",12264,125.71,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10166","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Yes",-48.541493,-25.587558,"PR",57,"2004",12264,122.74,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10167","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-35.746496,-6.968757,"PB",332,"2010",24096,73.89,0.0432174391167107,2,220,1118,610.24,0.275215625762939,"Tropical"
"10169","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","Yes",-48.541493,-25.587558,"PR",57,"2014",12264,118.95,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10171","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Yes",-48.541493,-25.587558,"PR",57,"2004",12264,117.98,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10174","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-48.422847,-25.356797,"PR",NA,"1997",14167,124.97,0.0432174391167107,2,212,2123,9.63,0.228335618972778,"Sub-tropical"
"10175","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Unknown",-39.5066,-15.800524,"BA",254,"2017",26586,110.91,0.0432174391167107,2,230,1015,281.82,0.277471452951431,"Tropical"
"10176","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-48.422847,-25.356797,"PR",NA,"1999",14167,136.5,0.0432174391167107,2,212,2123,9.63,0.228335618972778,"Sub-tropical"
"10177","Passeriformes","Pipridae","Manacus_manacus","Unknown","Female","Unknown",-39.134568,-14.495661,"BA",292,"2009",25605,106.69,0.0432174391167107,2,241,1957,212.19,0.473597019910812,"Tropical"
"10181","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Male","Yes",-48.541493,-25.587558,"PR",57,"2004",12264,129.11,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10187","Passeriformes","Pipridae","Manacus_manacus","Adult","Male","Unknown",-43.3272,-18.8933,"MG",632,"2015",23838,116.63,0.0432174391167107,2,208,1599,670.96,0.292221665382385,"Tropical"
"10193","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","no",-34.9532021832,-7.9964573463,"PE",60,"2015",42311,112.39,0.0432174391167107,2,254,1786,90.31,0.682808756828308,"Tropical"
"10197","Passeriformes","Pipridae","Manacus_manacus","Adult","Male","Yes",-42.807354,-22.660477,"RJ",87,"2010",28310,123.38,0.0432174391167107,2,229,1322,80.34,0.256457984447479,"Tropical"
"10198","Passeriformes","Pipridae","Manacus_manacus","Unknown","Female","Unknown",-39.134568,-14.495661,"BA",292,"2009",25605,111.97,0.0432174391167107,2,241,1957,212.19,0.473597019910812,"Tropical"
"10199","Passeriformes","Pipridae","Manacus_manacus","Adult","Male","no",-34.9532021832,-7.9964573463,"PE",60,"2016",42311,107.95,0.0432174391167107,2,254,1786,90.31,0.682808756828308,"Tropical"
"10201","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Male","no",-48.422847,-25.356797,"PR",NA,"1998",14167,118.95,0.0432174391167107,2,212,2123,9.63,0.228335618972778,"Sub-tropical"
"10203","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","Yes",-48.541493,-25.587558,"PR",57,"2009",12264,135.61,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10204","Passeriformes","Pipridae","Manacus_manacus","Unknown","Female","Unknown",-39.14374,-15.209971,"BA",35,"2017",43439,108.02,0.0432174391167107,2,242,1576,80.98,0.483926683664322,"Tropical"
"10205","Passeriformes","Pipridae","Manacus_manacus","Unknown","Male","Unknown",-39.134568,-14.495661,"BA",292,"2009",25605,99.3,0.0432174391167107,2,241,1957,212.19,0.473597019910812,"Tropical"
"10206","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-48.422847,-25.356797,"PR",NA,"1997",14167,120.88,0.0432174391167107,2,212,2123,9.63,0.228335618972778,"Sub-tropical"
"10208","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","no",-48.541493,-25.587558,"PR",57,"2004",12264,127.04,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10210","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-48.541493,-25.587558,"PR",57,"2005",12264,116.35,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10214","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-34.9532021832,-7.9964573463,"PE",60,"2015",42311,103.64,0.0432174391167107,2,254,1786,90.31,0.682808756828308,"Tropical"
"10220","Passeriformes","Pipridae","Manacus_manacus","Adult","Male","no",-42.304444,-22.544028,"RJ",54,"1996",19559,107.77,0.0432174391167107,2,231,1079,25.01,0.521413028240204,"Tropical"
"10221","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Unknown",-43.4714,-19.9975,"MG",827,"2014",25710,126.49,0.0432174391167107,2,204,1398,765.42,0.381202191114426,"Tropical"
"10223","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Male","no",-48.541493,-25.587558,"PR",57,"2011",12264,125.71,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10227","Passeriformes","Pipridae","Manacus_manacus","Adult","Unknown","no",-42.807354,-22.660477,"RJ",87,"2010",28310,129.5,0.0432174391167107,2,229,1322,80.34,0.256457984447479,"Tropical"
"10229","Passeriformes","Pipridae","Manacus_manacus","Unknown","Female","Unknown",-42.54,-18.5436,"MG",724,"2000",31106,117.81,0.0432174391167107,2,200,1369,717.27,0.275997430086136,"Tropical"
"10231","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","no",-48.541493,-25.587558,"PR",57,"2010",12264,121.75,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10232","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","Yes",-48.541493,-25.587558,"PR",57,"2002",12264,126.7,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10236","Passeriformes","Pipridae","Manacus_manacus","Adult","Unknown","no",-42.807354,-22.660477,"RJ",87,"2009",28310,110.42,0.0432174391167107,2,229,1322,80.34,0.256457984447479,"Tropical"
"10239","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-35.746496,-6.968757,"PB",332,"2015",24096,98.45,0.0432174391167107,2,220,1118,610.24,0.275215625762939,"Tropical"
"10240","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-48.541493,-25.587558,"PR",57,"2011",12264,121.85,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10242","Passeriformes","Pipridae","Manacus_manacus","Unknown","Female","Unknown",-39.134568,-14.495661,"BA",292,"2009",25605,103.52,0.0432174391167107,2,241,1957,212.19,0.473597019910812,"Tropical"
"10243","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-48.541493,-25.587558,"PR",57,"2003",12264,130.6,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10244","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-48.541493,-25.587558,"PR",57,"2003",12264,135.4,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10248","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-48.422847,-25.356797,"PR",NA,"1999",14167,124.51,0.0432174391167107,2,212,2123,9.63,0.228335618972778,"Sub-tropical"
"10253","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Female","no",-48.541493,-25.587558,"PR",57,"2004",12264,124.72,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10254","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Male","no",-35.369722,-7.595278,"PE",209,"1999",31358,95.89,0.0432174391167107,2,237,1103,315.56,0.27623376250267,"Tropical"
"10255","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-42.666531,-22.941347,"RJ",NA,"2017",74675,107.28,0.0432174391167107,2,228,1138,7.77,0.416236119708796,"Tropical"
"10256","Passeriformes","Pipridae","Manacus_manacus","Adult","Male","no",-36.015833,-8.185833,"PE",514,"1976",19914,97.05,0.0432174391167107,2,215,551,577.95,0.296390920877457,"Tropical"
"10258","Passeriformes","Pipridae","Manacus_manacus","Unknown","Male","Unknown",-42.6189,-19.6456,"MG",305,"2016",27168,109.65,0.0432174391167107,2,234,1162,297.27,0.275955647230148,"Tropical"
"10261","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","Yes",-48.541493,-25.587558,"PR",57,"2007",12264,121.85,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10262","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-42.737667,-22.4084,"RJ",226,"2004",19559,110.13,0.0432174391167107,2,197,1515,286.14,0.469835937023163,"Tropical"
"10263","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-34.9532021832,-7.9964573463,"PE",60,"2015",42311,116.52,0.0432174391167107,2,254,1786,90.31,0.682808756828308,"Tropical"
"10264","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","Yes",-48.541493,-25.587558,"PR",57,"2007",12264,124.97,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10265","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","no",-48.541493,-25.587558,"PR",57,"2001",12264,131.52,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10270","Passeriformes","Pipridae","Manacus_manacus","Unknown","Male","Unknown",-42.7667,-17.1167,"MG",720,"2003",37069,141.33,0.0432174391167107,2,216,947,769.01,0.440701872110367,"Tropical"
"10271","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Yes",-48.541493,-25.587558,"PR",57,"2003",12264,120.88,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10272","Passeriformes","Pipridae","Manacus_manacus","Adult","Male","Unknown",-39.354754,-15.866612,"BA",163,"2017",26888,99.75,0.0432174391167107,2,236,1191,119.98,0.292409926652908,"Tropical"
"10274","Passeriformes","Pipridae","Manacus_manacus","Adult","Male","no",-42.807354,-22.660477,"RJ",87,"2010",28310,108.6,0.0432174391167107,2,229,1322,80.34,0.256457984447479,"Tropical"
"10279","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","no",-48.422847,-25.356797,"PR",NA,"1997",14167,118.78,0.0432174391167107,2,212,2123,9.63,0.228335618972778,"Sub-tropical"
"10282","Passeriformes","Pipridae","Manacus_manacus","Adult","Male","no",-42.807354,-22.660477,"RJ",87,"2010",28310,107.61,0.0432174391167107,2,229,1322,80.34,0.256457984447479,"Tropical"
"10283","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-48.541493,-25.587558,"PR",57,"2001",12264,134.27,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10286","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-48.541493,-25.587558,"PR",57,"2003",12264,132.64,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10287","Passeriformes","Pipridae","Manacus_manacus","Adult","Male","no",-48.541493,-25.587558,"PR",57,"2004",12264,127.48,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10290","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","Yes",-48.541493,-25.587558,"PR",57,"2004",12264,117.01,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10293","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Yes",-48.541493,-25.587558,"PR",57,"2002",12264,125.71,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10294","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Yes",-48.422847,-25.356797,"PR",NA,"1998",14167,116.02,0.0432174391167107,2,212,2123,9.63,0.228335618972778,"Sub-tropical"
"10296","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-35.746496,-6.968757,"PB",332,"2015",24096,112.32,0.0432174391167107,2,220,1118,610.24,0.275215625762939,"Tropical"
"10297","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","no",-48.541493,-25.587558,"PR",57,"2002",12264,128.68,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10298","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","no",-48.541493,-25.587558,"PR",57,"2009",12264,128.68,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10305","Passeriformes","Pipridae","Manacus_manacus","Unknown","Male","no",-36.405802,-8.20199,"PE",1015,"2011",30545,105.58,0.0432174391167107,2,209,675,1044.14,0.298564523458481,"Tropical"
"10306","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","no",-48.541493,-25.587558,"PR",57,"2006",12264,134.11,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10307","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Male","no",-36.405802,-8.20199,"PE",1015,"2011",30545,100.03,0.0432174391167107,2,209,675,1044.14,0.298564523458481,"Tropical"
"10309","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","no",-48.541493,-25.587558,"PR",57,"2003",12264,137.59,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
