"","Order","Family","Binomial","Age","Sex","Molt","Longitude_decimal_degrees","Latitude_decimal_degrees","State","Altitude","Year","ForestCover","BodyCond","PCHB1","Cluster","Temp","Rainfall","Elevation","Speciesdiversity","Region"
"10311","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-34.9532021832,-7.9964573463,"PE",60,"2016",42311,98.05,0.0432174391167107,2,254,1786,90.31,0.682808756828308,"Tropical"
"10312","Passeriformes","Pipridae","Manacus_manacus","Adult","Male","no",-34.9532021832,-7.9964573463,"PE",60,"2016",42311,100.73,0.0432174391167107,2,254,1786,90.31,0.682808756828308,"Tropical"
"10313","Passeriformes","Pipridae","Manacus_manacus","Adult","Male","Unknown",-39.354754,-15.866612,"BA",163,"2017",26888,103.2,0.0432174391167107,2,236,1191,119.98,0.292409926652908,"Tropical"
"10318","Passeriformes","Pipridae","Manacus_manacus","Adult","Male","no",-35.144167,-6.741389,"PB",151,"2010",44041,323.36,0.0432174391167107,2,253,1397,186.84,0,"Tropical"
"10321","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Unknown",-39.47925,-12.85088889,"BA",414,"2012",33019,123.38,0.0432174391167107,2,224,932,691.29,0.274999171495438,"Tropical"
"10322","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Yes",-39.47925,-12.85088889,"BA",414,"2012",33019,115.31,0.0432174391167107,2,224,932,691.29,0.274999171495438,"Tropical"
"10323","Passeriformes","Pipridae","Manacus_manacus","Unknown","Unknown","no",-35.151667,-8.661389,"PE",26,"1980",61241,97.05,0.0432174391167107,2,245,2045,12.83,0,"Tropical"
"10324","Passeriformes","Pipridae","Manacus_manacus","Adult","Unknown","Yes",-48.541493,-25.587558,"PR",57,"2002",12264,126.7,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10325","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-48.422847,-25.356797,"PR",NA,"1997",14167,132.2,0.0432174391167107,2,212,2123,9.63,0.228335618972778,"Sub-tropical"
"10326","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Yes",-48.541493,-25.587558,"PR",57,"2003",12264,129.5,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10328","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","Yes",-48.541493,-25.587558,"PR",57,"2002",12264,120.88,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10330","Passeriformes","Pipridae","Manacus_manacus","Unknown","Female","no",-42.047183,-22.421778,"RJ",150,"2009",12026,97.27,0.0432174391167107,2,224,1182,100.54,0.442276239395142,"Tropical"
"10331","Passeriformes","Pipridae","Manacus_manacus","Adult","Male","no",-42.807354,-22.660477,"RJ",87,"2010",28310,113.64,0.0432174391167107,2,229,1322,80.34,0.256457984447479,"Tropical"
"10332","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Female","Yes",-48.422847,-25.356797,"PR",NA,"1998",14167,117.98,0.0432174391167107,2,212,2123,9.63,0.228335618972778,"Sub-tropical"
"10334","Passeriformes","Pipridae","Manacus_manacus","Unknown","Female","Unknown",-43.3386,-19.4161,"MG",892,"2011",43830,174.42,0.0432174391167107,2,195,1561,701.49,0.41188582777977,"Tropical"
"10335","Passeriformes","Pipridae","Manacus_manacus","Adult","Male","Unknown",-34.9445366915,-7.9938007267,"PE",60,"2016",43917,94.86,0.0432174391167107,2,254,1786,75.73,0.4555304646492,"Tropical"
"10336","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Male","no",-48.541493,-25.587558,"PR",57,"2006",12264,123.73,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10338","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Unknown",-39.17563056,-13.78475278,"BA",86,"2010",27703,116.13,0.0432174391167107,2,233,1890,98.65,0.380990028381348,"Tropical"
"10339","Passeriformes","Pipridae","Manacus_manacus","Adult","Male","Unknown",-38.41025,-12.18283333,"BA",139,"2010",35507,117.16,0.0432174391167107,2,235,1508,123.89,0.259081602096558,"Tropical"
"10341","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-48.541493,-25.587558,"PR",57,"2001",12264,104.7,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10343","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-35.746496,-6.968757,"PB",332,"2010",24096,117.81,0.0432174391167107,2,220,1118,610.24,0.275215625762939,"Tropical"
"10348","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Yes",-39.47925,-12.85088889,"BA",414,"2012",33019,122.33,0.0432174391167107,2,224,932,691.29,0.274999171495438,"Tropical"
"10350","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-34.9445366915,-7.9938007267,"PE",60,"2017",43917,113.89,0.0432174391167107,2,254,1786,75.73,0.4555304646492,"Tropical"
"10351","Passeriformes","Pipridae","Manacus_manacus","Unknown","Female","Unknown",-42.6867,-18.9553,"MG",656,"2015",25076,102.22,0.0432174391167107,2,201,1450,685.4,0.304278582334518,"Tropical"
"10352","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Female","Yes",-48.541493,-25.587558,"PR",57,"2003",12264,122.81,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10353","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","Yes",-48.541493,-25.587558,"PR",57,"2002",12264,123.73,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10356","Passeriformes","Pipridae","Manacus_manacus","Unknown","Male","Unknown",-39.134568,-14.495661,"BA",292,"2009",25605,101.25,0.0432174391167107,2,241,1957,212.19,0.473597019910812,"Tropical"
"10357","Passeriformes","Pipridae","Manacus_manacus","Unknown","Male","Unknown",-42.7667,-17.1167,"MG",720,"2003",37069,134.4,0.0432174391167107,2,216,947,769.01,0.440701872110367,"Tropical"
"10358","Passeriformes","Pipridae","Manacus_manacus","Adult","Unknown","no",-48.541493,-25.587558,"PR",57,"2004",12264,133.04,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10359","Passeriformes","Pipridae","Manacus_manacus","Unknown","Male","Unknown",-43.3833,-19.9,"MG",739,"2002",48184,117.74,0.0432174391167107,2,204,1398,832.17,0.271930664777756,"Tropical"
"10360","Passeriformes","Pipridae","Manacus_manacus","Unknown","Female","Unknown",-39.134568,-14.495661,"BA",292,"2009",25605,97.26,0.0432174391167107,2,241,1957,212.19,0.473597019910812,"Tropical"
"10363","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Unknown",-39.369574,-15.792944,"BA",228,"2017",27716,115.42,0.0432174391167107,2,235,1167,107.74,0.288758426904678,"Tropical"
"10365","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","no",-48.541493,-25.587558,"PR",57,"2016",12264,120.76,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10367","Passeriformes","Pipridae","Manacus_manacus","Unknown","Female","Unknown",-39.134568,-14.495661,"BA",292,"2009",25605,113.02,0.0432174391167107,2,241,1957,212.19,0.473597019910812,"Tropical"
"10368","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","no",-48.541493,-25.587558,"PR",57,"2006",12264,122.74,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10369","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-48.541493,-25.587558,"PR",57,"2002",12264,118.95,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10370","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Unknown",-39.28188889,-13.85077778,"BA",158,"2014",35995,111.09,0.0432174391167107,2,232,1897,276.7,0.531610071659088,"Tropical"
"10371","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Unknown",-39.47375,-12.86025,"BA",346,"2011",35501,118.2,0.0432174391167107,2,224,932,768.37,0.275730669498444,"Tropical"
"10372","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","Yes",-48.541493,-25.587558,"PR",57,"2014",12264,128.49,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10373","Passeriformes","Pipridae","Manacus_manacus","Adult","Male","Unknown",-39.28188889,-13.85077778,"BA",158,"2014",35995,109.3,0.0432174391167107,2,232,1897,276.7,0.531610071659088,"Tropical"
"10375","Passeriformes","Pipridae","Manacus_manacus","Adult","Male","Yes",-39.47925,-12.85088889,"BA",414,"2012",33019,118.32,0.0432174391167107,2,224,932,691.29,0.274999171495438,"Tropical"
"10376","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Unknown",-39.47375,-12.86025,"BA",346,"2011",35501,120.27,0.0432174391167107,2,224,932,768.37,0.275730669498444,"Tropical"
"10379","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Unknown",-39.325003,-15.95209,"BA",100,"2017",46769,111.18,0.0432174391167107,2,238,1333,131.93,0.301530569791794,"Tropical"
"10382","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Unknown",-39.47925,-12.85088889,"BA",414,"2012",33019,121.33,0.0432174391167107,2,224,932,691.29,0.274999171495438,"Tropical"
"10383","Passeriformes","Pipridae","Manacus_manacus","Adult","Male","Unknown",-38.41025,-12.18283333,"BA",139,"2010",35507,115.31,0.0432174391167107,2,235,1508,123.89,0.259081602096558,"Tropical"
"10385","Passeriformes","Pipridae","Manacus_manacus","Adult","Male","Unknown",-39.17563056,-13.78475278,"BA",86,"2010",27703,107.09,0.0432174391167107,2,233,1890,98.65,0.380990028381348,"Tropical"
"10386","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","Yes",-48.541493,-25.587558,"PR",57,"2014",12264,123.43,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10387","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","no",-48.541493,-25.587558,"PR",57,"2004",12264,132.2,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10390","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Female","Unknown",-39.369574,-15.792944,"BA",228,"2017",27716,111.18,0.0432174391167107,2,235,1167,107.74,0.288758426904678,"Tropical"
"10395","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Unknown",-39.47925,-12.85088889,"BA",414,"2012",33019,122.35,0.0432174391167107,2,224,932,691.29,0.274999171495438,"Tropical"
"10396","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","Unknown",-39.47925,-12.85088889,"BA",414,"2012",33019,119.32,0.0432174391167107,2,224,932,691.29,0.274999171495438,"Tropical"
"10397","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","no",-48.541493,-25.587558,"PR",57,"2008",12264,127.69,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10399","Passeriformes","Pipridae","Manacus_manacus","Adult","Female","no",-44.120167,-22.990433,"RJ",497,"2005",11843,106.05,0.0432174391167107,2,203,1494,413.75,0.432762205600739,"Tropical"
"10401","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Female","Unknown",-43.4381,-20.2067,"MG",904,"2008",58949,110.6,0.0432174391167107,2,198,1382,959.39,0.414720445871353,"Tropical"
"10403","Passeriformes","Pipridae","Manacus_manacus","Juvenile","Unknown","no",-48.541493,-25.587558,"PR",57,"2003",12264,124.44,0.0432174391167107,2,205,2056,13.21,0.474273413419724,"Sub-tropical"
"10412","Passeriformes","Turdidae","Turdus_amaurochalinus","Juvenile","Unknown","no",-49.398056,-22.530694,"SP",610,"2014",21075,231.87,2.83553551166489,2,207,1274,570.06,0.246589109301567,"Tropical"
"10425","Passeriformes","Turdidae","Turdus_amaurochalinus","Adult","Unknown","no",-49.356283,-25.583954,"PR",914,"2002",56050,229.76,2.83553551166489,2,169,1327,881.87,0.507670104503632,"Sub-tropical"
"10428","Passeriformes","Turdidae","Turdus_amaurochalinus","Unknown","Unknown","Unknown",-52.356,-22.522,"SP",304,"2005",16856,223.3,2.83553551166489,2,224,1194,295.92,0.481444776058197,"Tropical"
"10430","Passeriformes","Turdidae","Turdus_amaurochalinus","Unknown","Unknown","no",-48.9,-26.9,"SC",75,"2007",17605,232.96,2.83553551166489,2,199,1608,8,0.465220868587494,"Sub-tropical"
"10437","Passeriformes","Turdidae","Turdus_amaurochalinus","Adult","Male","no",-48.833333,-27.666667,"SC",294,"2004",25135,187.35,2.83553551166489,2,178,1611,312.13,0.280814826488495,"Sub-tropical"
"10442","Passeriformes","Turdidae","Turdus_amaurochalinus","Adult","Female","no",-49.356283,-25.583954,"PR",914,"2006",56050,236.39,2.83553551166489,2,169,1327,881.87,0.507670104503632,"Sub-tropical"
"10453","Passeriformes","Turdidae","Turdus_amaurochalinus","Adult","Male","Yes",-35.37,-5.88,"RN",35,"2011",28372,248.91,2.83553551166489,2,255,1009,13.24,0.264967650175095,"Tropical"
"10459","Passeriformes","Turdidae","Turdus_amaurochalinus","Adult","Male","no",-49.356283,-25.583954,"PR",914,"2004",56050,244.68,2.83553551166489,2,169,1327,881.87,0.507670104503632,"Sub-tropical"
"10467","Passeriformes","Turdidae","Turdus_amaurochalinus","Juvenile","Unknown","no",-49.398056,-22.530694,"SP",610,"2014",21075,229.87,2.83553551166489,2,207,1274,570.06,0.246589109301567,"Tropical"
"10472","Passeriformes","Turdidae","Turdus_amaurochalinus","Adult","Unknown","Yes",-49.356283,-25.583954,"PR",914,"2004",56050,236.1,2.83553551166489,2,169,1327,881.87,0.507670104503632,"Sub-tropical"
"10478","Passeriformes","Turdidae","Turdus_amaurochalinus","Adult","Female","Unknown",-43.9925,-19.9192,"MG",884,"2012",53611,220.79,2.83553551166489,2,205,1429,930.84,0.24509933590889,"Tropical"
"10487","Passeriformes","Turdidae","Turdus_amaurochalinus","Adult","Female","no",-35.18,-5.92,"RN",2,"2012",41157,240.3,2.83553551166489,2,257,1298,18.02,0.234024494886398,"Tropical"
"10488","Passeriformes","Turdidae","Turdus_amaurochalinus","Adult","Unknown","no",-48.422847,-25.356797,"PR",NA,"1996",14167,279.46,2.83553551166489,2,212,2123,9.63,0.228335618972778,"Sub-tropical"
"10493","Passeriformes","Turdidae","Turdus_amaurochalinus","Unknown","Unknown","no",-49.066667,-26.9,"SC",116,"1999",80810,183.45,2.83553551166489,2,200,1588,29.53,0.24509933590889,"Sub-tropical"
"10501","Passeriformes","Turdidae","Turdus_amaurochalinus","Unknown","Unknown","no",-48.9,-26.9,"SC",75,"2007",17605,200.19,2.83553551166489,2,199,1608,8,0.465220868587494,"Sub-tropical"
"10506","Passeriformes","Turdidae","Turdus_amaurochalinus","Unknown","Unknown","Unknown",-52.465,-22.489,"SP",340,"2006",14618,233.87,2.83553551166489,2,221,1195,372.39,0.38217431306839,"Tropical"
"10508","Passeriformes","Turdidae","Turdus_amaurochalinus","Juvenile","Female","no",-49.356283,-25.583954,"PR",914,"2006",56050,240.39,2.83553551166489,2,169,1327,881.87,0.507670104503632,"Sub-tropical"
"10512","Passeriformes","Turdidae","Turdus_amaurochalinus","Juvenile","Unknown","Yes",-49.356283,-25.583954,"PR",914,"2004",56050,200.21,2.83553551166489,2,169,1327,881.87,0.507670104503632,"Sub-tropical"
"10517","Passeriformes","Turdidae","Turdus_amaurochalinus","Adult","Unknown","no",-49.402289,-22.529975,"SP",610,"2015",16765,210.15,2.83553551166489,2,207,1274,581.95,0.247151374816895,"Tropical"
"10521","Passeriformes","Turdidae","Turdus_amaurochalinus","Adult","Male","no",-49.066667,-26.9,"SC",116,"2005",80810,220.63,2.83553551166489,2,200,1588,29.53,0.24509933590889,"Sub-tropical"
"10526","Passeriformes","Turdidae","Turdus_amaurochalinus","Adult","Male","Unknown",-43.1347,-16.0514,"MG",849,"2013",65641,244.05,2.83553551166489,2,209,921,809.28,0.306781530380249,"Tropical"
"10527","Passeriformes","Turdidae","Turdus_amaurochalinus","Adult","Unknown","no",-41.662676,-22.2781,"RJ",1,"2002",60226,216.84,2.83553551166489,2,230,1101,9,0.493512839078903,"Tropical"
"10529","Passeriformes","Turdidae","Turdus_amaurochalinus","Juvenile","Unknown","Unknown",-44.4414,-19.885,"MG",880,"2016",72598,192.57,2.83553551166489,2,212,1420,765.89,0.474857330322266,"Tropical"
"10534","Passeriformes","Turdidae","Turdus_amaurochalinus","Adult","Female","no",-35.18,-5.92,"RN",2,"2013",41157,226.11,2.83553551166489,2,257,1298,18.02,0.234024494886398,"Tropical"
"10536","Passeriformes","Turdidae","Turdus_amaurochalinus","Adult","Female","no",-49.5,-27.116667,"SC",314,"2007",23422,232.49,2.83553551166489,2,189,1544,401.74,0.29032301902771,"Sub-tropical"
"10542","Passeriformes","Turdidae","Turdus_amaurochalinus","Adult","Unknown","Yes",-49.356283,-25.583954,"PR",914,"2004",56050,226.51,2.83553551166489,2,169,1327,881.87,0.507670104503632,"Sub-tropical"
"10546","Passeriformes","Turdidae","Turdus_amaurochalinus","Unknown","Unknown","no",-49.17027,-26.77639,"SC",152,"2000",38960,205.65,2.83553551166489,2,198,1579,74.53,0.125012308359146,"Sub-tropical"
"10560","Passeriformes","Turdidae","Turdus_amaurochalinus","Adult","Unknown","Unknown",-50.293748,-20.474071,"SP",399,"2009",22458,224.98,2.83553551166489,2,229,1193,362.2,0.246718883514404,"Tropical"
"10573","Passeriformes","Turdidae","Turdus_amaurochalinus","Adult","Unknown","Unknown",-44.4286,-19.8681,"MG",831,"2014",61115,201.76,2.83553551166489,2,212,1420,782.55,0.251964598894119,"Tropical"
"10574","Passeriformes","Turdidae","Turdus_amaurochalinus","Adult","Male","no",-54.487792,-25.619635,"PR",181,"2013",54052,243.58,2.83553551166489,2,208,1745,168.12,0.314829587936401,"Sub-tropical"
"10583","Passeriformes","Turdidae","Turdus_amaurochalinus","Adult","Unknown","no",-49.356283,-25.583954,"PR",914,"2002",56050,244,2.83553551166489,2,169,1327,881.87,0.507670104503632,"Sub-tropical"
"10584","Passeriformes","Turdidae","Turdus_amaurochalinus","Adult","Unknown","no",-42.193194,-22.848914,"RJ",1,"2004",67964,251.57,2.83553551166489,2,230,936,45.18,0.290802389383316,"Tropical"
"10595","Passeriformes","Turdidae","Turdus_amaurochalinus","Adult","Unknown","no",-54.487792,-25.619635,"PR",181,"2013",54052,244.27,2.83553551166489,2,208,1745,168.12,0.314829587936401,"Sub-tropical"
"10598","Passeriformes","Turdidae","Turdus_amaurochalinus","Adult","Unknown","no",-49.356283,-25.583954,"PR",914,"2011",56050,245.69,2.83553551166489,2,169,1327,881.87,0.507670104503632,"Sub-tropical"
"10607","Passeriformes","Turdidae","Turdus_amaurochalinus","Adult","Female","no",-49.066667,-26.9,"SC",116,"2008",80810,199.82,2.83553551166489,2,200,1588,29.53,0.24509933590889,"Sub-tropical"
"10613","Passeriformes","Turdidae","Turdus_amaurochalinus","Adult","Male","no",-35.37,-5.88,"RN",35,"2012",28372,244.2,2.83553551166489,2,255,1009,13.24,0.264967650175095,"Tropical"
"10618","Passeriformes","Turdidae","Turdus_amaurochalinus","Unknown","Unknown","Unknown",-52.356,-22.522,"SP",304,"2005",16856,215.91,2.83553551166489,2,224,1194,295.92,0.481444776058197,"Tropical"
"10627","Passeriformes","Turdidae","Turdus_amaurochalinus","Adult","Male","Unknown",-43.1347,-16.0514,"MG",849,"2013",65641,235.28,2.83553551166489,2,209,921,809.28,0.306781530380249,"Tropical"
"10628","Passeriformes","Turdidae","Turdus_amaurochalinus","Juvenile","Unknown","Yes",-49.356283,-25.583954,"PR",914,"2008",56050,231.6,2.83553551166489,2,169,1327,881.87,0.507670104503632,"Sub-tropical"
"10646","Passeriformes","Turdidae","Turdus_amaurochalinus","Adult","Unknown","no",-42.193194,-22.848914,"RJ",1,"2004",67964,229.59,2.83553551166489,2,230,936,45.18,0.290802389383316,"Tropical"
"10650","Passeriformes","Turdidae","Turdus_amaurochalinus","Juvenile","Unknown","no",-48.422847,-25.356797,"PR",NA,"1998",14167,240.39,2.83553551166489,2,212,2123,9.63,0.228335618972778,"Sub-tropical"
